pr	state	mergedAt	conclusion	check_name	check_url	pr_url	title
230	MERGED	2025-12-21T17:46:17Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20413488280/job/58653706087	https://github.com/rauterfrank-ui/Peak_Trade/pull/230	fix(ops): fix unbound variable error in merge-log workflow 
231	MERGED	2025-12-21T17:52:54Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20413565571/job/58653879727	https://github.com/rauterfrank-ui/Peak_Trade/pull/231	docs(ops): add PR #229 merge log 
232	MERGED	2025-12-21T18:16:00Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20413692374/job/58654180716	https://github.com/rauterfrank-ui/Peak_Trade/pull/232	chore(ops): enforce depth=1 policy for merge-log PRs 
233	MERGED	2025-12-21T18:12:36Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20413767655/job/58654368966	https://github.com/rauterfrank-ui/Peak_Trade/pull/233	fix(ops): enforce depth=1 for merge-log workflow 
234	MERGED	2025-12-21T19:29:46Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20414673695/job/58656554382	https://github.com/rauterfrank-ui/Peak_Trade/pull/234	chore(ops): PR inventory + merge-log labeling scripts 
235	MERGED	2025-12-21T20:14:05Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20415158542/job/58657728218	https://github.com/rauterfrank-ui/Peak_Trade/pull/235	fix(ops): improve label_merge_log_prs.sh to find open PRs 
236	MERGED	2025-12-21T20:32:11Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20415248080/job/58657946935	https://github.com/rauterfrank-ui/Peak_Trade/pull/236	docs(ops): add PR #234 merge log (+ skeleton PR #235) 
237	MERGED	2025-12-21T21:00:26Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20415679590/job/58658958140	https://github.com/rauterfrank-ui/Peak_Trade/pull/237	chore(ops): add shared bash run helpers (strict/robust) 
238	OPEN		SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20415609228/job/58658784980	https://github.com/rauterfrank-ui/Peak_Trade/pull/238	chore(ops): add ops script template + run helpers 
239	MERGED	2025-12-21T21:07:37Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20415753797/job/58659143197	https://github.com/rauterfrank-ui/Peak_Trade/pull/239	docs(ops): add PR #237 merge log 
240	MERGED	2025-12-21T21:20:31Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20415878420/job/58659453800	https://github.com/rauterfrank-ui/Peak_Trade/pull/240	test(ops): add run_helpers adoption guard 
241	MERGED	2025-12-21T21:29:36Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20416024126/job/58659789326	https://github.com/rauterfrank-ui/Peak_Trade/pull/241	docs(ops): add PR #240 merge log 
242	MERGED	2025-12-22T19:53:26Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20442277907/job/58737810781	https://github.com/rauterfrank-ui/Peak_Trade/pull/242	feat(webui): live status panel providers + service layer 
243	MERGED	2025-12-22T21:01:24Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20443700354/job/58742388422	https://github.com/rauterfrank-ui/Peak_Trade/pull/243	feat(webui): knowledge API endpoints + readonly/web-write gating + smoke runners 
244	OPEN		SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20444146376/job/58743797415	https://github.com/rauterfrank-ui/Peak_Trade/pull/244	docs(ops): add PR #243 merge log 
245	MERGED	2025-12-22T21:28:32Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20444333373/job/58744356740	https://github.com/rauterfrank-ui/Peak_Trade/pull/245	chore(ops): add knowledge production deployment drill 
246	MERGED	2025-12-22T21:52:11Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20444811188/job/58745842277	https://github.com/rauterfrank-ui/Peak_Trade/pull/246	chore(ops): add knowledge deployment drill e2e + fix prod smoke headers 
247	MERGED	2025-12-22T22:04:53Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20445035360/job/58746569629	https://github.com/rauterfrank-ui/Peak_Trade/pull/247	docs(ops): add PR #246 merge log 
248	MERGED	2025-12-22T23:01:16Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20446123699/job/58749816235	https://github.com/rauterfrank-ui/Peak_Trade/pull/248	ci(deps): guard that requirements.txt matches uv.lock export 
249	MERGED	2025-12-22T22:42:36Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20445804396/job/58748851677	https://github.com/rauterfrank-ui/Peak_Trade/pull/249	deps: make pyproject+uv.lock the source of truth; export requirements.txt 
250	MERGED	2025-12-23T00:38:12Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20447701347/job/58754357778	https://github.com/rauterfrank-ui/Peak_Trade/pull/250	feat(ops): add ops_doctor repo health check tool 
251	MERGED	2025-12-23T00:51:12Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20447947262/job/58755093874	https://github.com/rauterfrank-ui/Peak_Trade/pull/251	docs(ops): add PR #250 merge log 
253	MERGED	2025-12-23T01:02:21Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20448139857/job/58755646567	https://github.com/rauterfrank-ui/Peak_Trade/pull/253	docs(ops): document known CI audit non-blocking issue 
254	MERGED	2025-12-23T01:25:51Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20448451999/job/58756515831	https://github.com/rauterfrank-ui/Peak_Trade/pull/254	style: black format sweep (fix #252) 
